id,session_id,message
11,8950728634433@lid,"{""type"":""human"",""content"":""jika saya sudah lulus snbt 2025, apakah saya bisa mendaftar lagi di snbt 2026?"",""additional_kwargs"":{},""response_metadata"":{}}"
12,8950728634433@lid,"{""type"":""ai"",""content"":""Berdasarkan ketentuan resmi SNBT 2026, berikut informasi penting:\n\n- Peserta SNBT 2026 adalah lulusan SMA/MA/SMK/Paket C tahun 2024, 2025, dan 2026 (dengan batas usia maksimal bagi Paket C).\n- Lulusan SNBT tahun 2025 dapat kembali mendaftar SNBT 2026, selama belum diterima melalui jalur SNBP pada tahun tersebut.\n- Jika Anda diterima melalui jalur SNBP tahun 2026, maka Anda tidak boleh mendaftar UTBK-SNBT maupun seleksi mandiri PTN pada tahun yang sama.\n- UTBK-SNBT hanya dapat diikuti satu kali pada tahun yang bersangkutan dan nilai UTBK tidak berlaku untuk tahun berikutnya.\n\nJadi, jika Anda sudah lulus SNBT 2025 dan ingin mendaftar SNBT 2026, hal itu diperbolehkan selama Anda memenuhi persyaratan lulusan tahun yang dibolehkan dan belum lulus SNBP tahun 2026. \n\nJika ada pertanyaan lain seputar PMB Unila, silakan disampaikan."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
13,8950728634433@lid,"{""type"":""human"",""content"":""apa saja komponen snbp?"",""additional_kwargs"":{},""response_metadata"":{}}"
14,8950728634433@lid,"{""type"":""ai"",""content"":""Berikut komponen utama dalam Seleksi Nasional Berdasarkan Prestasi (SNBP):\n\n1. Nilai Rapor Seluruh Mata Pelajaran (≥ 50%)\n   - Nilai rapor semua mata pelajaran menjadi komponen utama dalam penilaian seleksi SNBP.\n\n2. Nilai Maksimal 2 Mata Pelajaran Pendukung, Portofolio, dan/atau Prestasi (≤ 50%)\n   - PTN dapat menggunakan nilai maksimal 2 mata pelajaran pendukung yang relevan dengan program studi yang dipilih.\n   - Portofolio diperlukan untuk program studi tertentu seperti bidang seni dan olahraga.\n   - Prestasi akademik dan/atau nonakademik dapat dijadikan penilaian tambahan sesuai ketentuan PTN.\n   - Persentase gabungan nilai ini ditentukan oleh masing-masing PTN (tidak melebihi 50%).\n\n3. Pengisian Data oleh Sekolah di PDSS\n   - Nilai rapor dan data prestasi harus diisikan oleh sekolah secara lengkap dan benar di Pangkalan Data Sekolah dan Siswa (PDSS).\n\n4. Pemilihan Program Studi\n   - Maksimal 2 program studi dapat dipilih, dengan ketentuan jika memilih 2, salah satu harus di PTN pada provinsi yang sama dengan sekolah asal.\n\n5. Portofolio\n   - Wajib untuk program studi yang mensyaratkan, seperti seni dan olahraga (misal: seni rupa, tari, musik, fotografi, desain, dsb).\n\n6. Urutan Pilihan Program Studi\n   - Seleksi dilakukan berdasarkan urutan pilihan prodi (jika tidak lulus pilihan pertama, diproses ke pilihan kedua).\n\nDemikian komponen SNBP yang harus dipenuhi dan diperhatikan oleh peserta dan sekolah. Jika Anda memerlukan rincian tambahan, silakan disampaikan."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
15,8950728634433@lid,"{""type"":""human"",""content"":""jika saya dari ilmu sosial mengambil prodi saintek apakah terdapat change yang cukup besar?"",""additional_kwargs"":{},""response_metadata"":{}}"
16,8950728634433@lid,"{""type"":""ai"",""content"":""Terima kasih atas pertanyaan Anda mengenai peluang siswa dari jurusan Ilmu Sosial (IPS) untuk mengambil program studi di bidang Sains dan Teknologi (Saintek) melalui jalur SNBP.\n\nBerikut penjelasannya secara resmi:\n\n1. Kebijakan Umum\n- SNBP memungkinkan peserta memilih program studi lintas jurusan, baik dari IPS ke Saintek ataupun sebaliknya, sesuai kebijakan masing-masing perguruan tinggi.\n- Namun, beberapa program studi di bidang Saintek memiliki persyaratan khusus, seperti berasal dari jurusan IPA di SMA atau mengharuskan penguasaan mata pelajaran tertentu (misal: Matematika, Biologi, Kimia, Fisika).\n\n2. Penilaian PTN\n- PTN berhak menentukan kriteria seleksi internal. Banyak PTN lebih mengutamakan siswa dari jurusan IPA untuk prodi Saintek karena dinilai lebih relevan dan kompetitif pada aspek nilai rapor mapel pendukung.\n- Jika Anda dari IPS dan memilih Saintek, biasanya peluangnya lebih kecil dibanding siswa IPA yang memiliki dasar mapel sesuai dengan kompetensi prodi.\n\n3. Pertimbangan Nilai\n- Komponen utama SNBP adalah nilai rapor semua mapel beserta mata pelajaran pendukung yang relevan dengan prodi pilihan.\n- Jika nilai mapel sains Anda (misal: Matematika dan IPA) tinggi, dapat memperbesar peluang, tetapi tetap tergantung pada kebijakan dan seleksi di masing-masing PTN.\n\n4. Rekomendasi \n- Disarankan untuk memilih program studi yang linier dan relevan dengan jurusan asal karena peluang diterima lebih cukup besar secara statistik dan kebijakan PTN.\n\nUntuk Universitas Lampung sendiri, silakan cek syarat khusus masing-masing prodi pada laman resmi PMB Unila atau hubungi Tim PMB jika membutuhkan informasi detail terkait kebijakan lintas jurusan di SNBP.\n\nJika ada hal lain yang ingin ditanyakan seputar PMB Unila, silakan disampaikan."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
17,8950728634433@lid,"{""type"":""human"",""content"":""bagaimana dan apa saja yang menjadi komponen dasar penilaian"",""additional_kwargs"":{},""response_metadata"":{}}"
18,8950728634433@lid,"{""type"":""ai"",""content"":""Berdasarkan ketentuan resmi SNBP, komponen dasar penilaian yang digunakan adalah sebagai berikut:\n\n1. Nilai Rapor Seluruh Mata Pelajaran (≥ 50%)\n   - Nilai rapor dari semua mata pelajaran selama masa studi di SMA/SMK/MA/MAK menjadi komponen utama penilaian. Minimal 50% dari bobot seleksi berasal dari nilai rapor ini.\n\n2. Nilai Maksimal 2 Mata Pelajaran Pendukung, Portofolio, dan/atau Prestasi (≤ 50%)\n   - PTN dapat memilih maksimal 2 mata pelajaran pendukung sesuai dengan program studi yang dipilih.\n   - Untuk program studi tertentu (misal: seni, olahraga, dsb.), peserta wajib melampirkan portofolio.\n   - Prestasi akademik dan/atau nonakademik yang relevan juga bisa dijadikan penilaian tambahan.\n   - Persentase gabungan dari nilai mapel pendukung, portofolio, dan/atau prestasi adalah maksimal 50% dan besaran persentasenya ditetapkan oleh masing-masing PTN.\n\n3. Urutan Pilihan Program Studi\n   - Seleksi dilakukan berdasarkan urutan pilihan prodi. Jika tidak lulus di pilihan pertama, maka akan diproses di pilihan kedua.\n\n4. Validasi Data di PDSS\n   - Nilai dan data prestasi diisikan oleh sekolah secara lengkap dan benar di Pangkalan Data Sekolah dan Siswa (PDSS). Data akhir terverifikasi menjadi tanggung jawab sekolah dan kepala sekolah.\n\n5. Sanksi\n   - Jika ditemukan kecurangan dari sekolah atau peserta, kelulusan bisa dibatalkan dan kuota sekolah tahun berikutnya dapat dikurangi atau dibatalkan.\n\nIntinya, dasar penilaian SNBP sangat bergantung pada nilai rapor dan data pendukung yang relevan dengan prodi tujuan, serta ketentuan dan kebijakan tiap PTN.\n\nJika Anda membutuhkan informasi lebih detail terkait penilaian prodi tertentu di Universitas Lampung atau ingin menanyakan komponen spesifik, silakan sampaikan."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
19,8950728634433@lid,"{""type"":""human"",""content"":""bagaimana dengan prestasi, berapa kontribusinya?"",""additional_kwargs"":{},""response_metadata"":{}}"
20,8950728634433@lid,"{""type"":""ai"",""content"":""Terima kasih atas pertanyaan Anda.\n\nTerkait kontribusi prestasi dalam penilaian SNBP, berikut penjelasan resminya:\n\n**Kontribusi Prestasi dalam SNBP**:\n\n- Prestasi akademik dan/atau nonakademik siswa (seperti juara lomba, olimpiade, kejuaraan, sertifikat, dll.) dapat digunakan sebagai salah satu komponen penilaian tambahan dalam seleksi SNBP.\n- Bobot nilai untuk prestasi ini termasuk dalam porsi maksimal 50% yang digabungkan bersama nilai maksimal 2 mata pelajaran pendukung serta portofolio (bila ada).\n- Besaran persentase kontribusi prestasi, nilai mapel pendukung, dan/atau portofolio diatur serta ditetapkan oleh masing-masing PTN (Perguruan Tinggi Negeri) sesuai kebutuhan, namun total gabungan kontribusinya tetap maksimal 50% dari keseluruhan penilaian.\n- Artinya, jika Anda memiliki prestasi yang diakui, maka prestasi tersebut akan sangat membantu dan bisa menjadi nilai tambah, apalagi jika prestasi tersebut relevan dengan prodi yang Anda pilih. Namun, porsi pastinya tergantung pada kebijakan masing-masing PTN, bisa saja hanya sebagian kecil, atau bahkan bagian mayoritas dari 50% tersebut.\n\nSebagai ilustrasi:\n- Nilai rapor seluruh mata pelajaran: minimal 50%\n- Nilai 2 mata pelajaran pendukung, portofolio, *dan/atau* prestasi: maksimal 50% (proporsi diatur oleh PTN, misal prestasi 20%, mapel pendukung 30%, sesuai kebijakan prodi dan PTN)\n\nJika Anda ingin mengetahui porsi detail penggunaan prestasi di program studi atau fakultas tertentu di Universitas Lampung, mohon sebutkan nama prodi supaya saya dapat mencarikan informasi yang lebih spesifik.\n\nSilakan hubungi kembali jika ada pertanyaan lebih lanjut seputar PMB Unila."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
21,8950728634433@lid,"{""type"":""human"",""content"":""bagaimana dengan akreditasi dan indeks sekolah apakah masuk terhadap kriteria penilaian?"",""additional_kwargs"":{},""response_metadata"":{}}"
22,8950728634433@lid,"{""type"":""ai"",""content"":""Terkait akreditasi dan indeks (peringkat) sekolah dalam SNBP:\n\n- Akreditasi sekolah mempengaruhi kuota siswa yang dapat diusulkan untuk SNBP:\n    - Akreditasi A: 40% siswa kelas terakhir\n    - Akreditasi B: 25% siswa kelas terakhir\n    - Akreditasi C dan lainnya: 5% siswa kelas terakhir\n    - Tambahan kuota 5% jika sekolah menggunakan e-Rapor\n- Akreditasi dan indeks sekolah TIDAK menjadi komponen penilaian langsung SNBP (tidak masuk dalam penilaian nilai rapor dan prestasi siswa).\n- Akreditasi sekolah hanyalah syarat pembatas jumlah siswa yang bisa didaftarkan oleh sekolah, selebihnya penilaian SNBP tetap berdasarkan nilai rapor seluruh mata pelajaran serta prestasi dan portofolio siswa.\n\nKesimpulan: \nAkreditasi dan indeks sekolah hanya menentukan kuota, bukan kriteria penilaian kelulusan SNBP. Yang dinilai adalah nilai rapor, prestasi, dan portofolio sesuai kebijakan PTN.\n\nJika ada pertanyaan lain terkait SNBP/PMB Unila, silakan disampaikan."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
23,8950728634433@lid,"{""type"":""human"",""content"":""anda belum menjawab indeks sekolah"",""additional_kwargs"":{},""response_metadata"":{}}"
24,8950728634433@lid,"{""type"":""ai"",""content"":""Kami sampaikan secara resmi bahwa dalam seleksi SNBP, indeks atau peringkat sekolah TIDAK menjadi komponen penilaian secara langsung dalam proses seleksi SNBP di PTN, termasuk Universitas Lampung.\n\nPoin-poin berikut dapat diperhatikan:\n\n1. Indeks sekolah (peringkat, kualitas, reputasi, dll.) tidak digunakan sebagai variabel penilaian kelulusan siswa dalam SNBP.\n2. Yang menjadi komponen penilaian SNBP hanya nilai rapor seluruh mata pelajaran, maksimal 2 mata pelajaran pendukung, portofolio, dan/atau prestasi siswa.\n3. Akreditasi sekolah dan indeks sekolah hanya mempengaruhi kuota (jumlah siswa eligible) yang dapat diusulkan untuk SNBP, bukan penilaian seleksi individu/kelulusan.\n4. Data sekolah harus valid di Pusdatin Kemdikdasmen dan mengacu pada kurikulum nasional, namun hanya sebagai syarat administrasi dan bukan bagian dari penilaian SNBP.\n\nJadi, saran bagi peserta:\n- Fokuslah pada prestasi pribadi (nilai rapor dan prestasi relevan).\n- Pastikan data sekolah terisi benar di PDSS sesuai syarat administrasi.\n\nJika ada pertanyaan tambahan seputar PMB Unila, silakan disampaikan."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
25,8950728634433@lid,"{""type"":""human"",""content"":""bagaimana dengan prestasi sekolah, apasaja kriteria yang digunakan pada prestasi sekolah"",""additional_kwargs"":{},""response_metadata"":{}}"
26,8950728634433@lid,"{""type"":""ai"",""content"":""Berdasarkan ketentuan SNBP, “prestasi sekolah” pada dasarnya berkaitan dengan:\n\n1. Data Rapor dan Prestasi Siswa\n   - Sekolah menginput nilai rapor seluruh siswa eligible di PDSS sebagai bentuk prestasi akademik siswa.\n   - Sekolah dapat menambahkan data prestasi akademik atau nonakademik siswa pada saat pemeringkatan.\n\n2. Persyaratan Administratif Sekolah\n   - Sekolah wajib memiliki NPSN, menggunakan kurikulum nasional, dan datanya valid di Pusdatin Kemdikdasmen.\n\n3. Kuota Berdasarkan Akreditasi\n   - Kuota siswa eligible ditentukan berdasarkan akreditasi sekolah, namun ini bukan prestasi dalam seleksi kelulusan, melainkan batas administrasi.\n\n4. Kriteria Pemeringkatan di Sekolah\n   - Pemeringkatan siswa dilakukan berdasarkan nilai rapor rerata semua mata pelajaran (kecuali semester terakhir).\n   - Prestasi akademik dan nonakademik tingkat sekolah, kab/kota, provinsi, nasional, hingga internasional dapat diperhitungkan dalam pemeringkatan di sekolah.\n\n5. Tidak Ada Penilaian Prestasi Sekolah\n   - Tidak terdapat indikator prestasi sekolah seperti peringkat nasional, capaian kolektif lomba sekolah, atau indeks sekolah yang menjadi komponen seleksi SNBP.\n\nRingkasnya:\nPrestasi sekolah yang dimaksud pada SNBP adalah prestasi individual siswa (akademik & nonakademik) yang dicatat dan diikutkan sekolah pada proses pemeringkatan dan pengisian PDSS, bukan “prestasi” sekolah secara institusi atau kolektif.\n\nJika ada pertanyaan lebih spesifik tentang prosedur maupun jenis prestasi yang diakui oleh Unila pada SNBP, silakan sampaikan."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
27,8950728634433@lid,"{""type"":""human"",""content"":""bagaimana nilai snbt dari sekolah tahun sebelumnya, apakah punya pengaruh atau tidak?"",""additional_kwargs"":{},""response_metadata"":{}}"
28,8950728634433@lid,"{""type"":""ai"",""content"":""Secara resmi kami sampaikan, **nilai SNBT dari sekolah tahun sebelumnya** (misal rerata nilai, passing grade, atau capaian siswa pada SNBT tahun-tahun sebelumnya) **TIDAK memiliki pengaruh terhadap proses seleksi SNBP maupun peluang siswa pada tahun berjalan** di Universitas Lampung ataupun PTN lainnya.\n\nPenjelasan detail:\n\n1. **Penilaian Seleksi SNBP Tahun Berjalan**\n   - Seleksi SNBP hanya berdasar nilai rapor, prestasi, portofolio siswa yang ikut pada tahun seleksi berjalan.\n   - Tidak memperhitungkan hasil atau nilai SNBT tahun sebelumnya dari siswa, sekolah, ataupun alumni.\n\n2. **Tidak Ada Korelasi Langsung**\n   - Nilai SNBT alumni sekolah tidak digunakan sebagai indikator penilaian, kuota, ataupun pemeringkatan calon peserta SNBP pada tahun berikutnya.\n\n3. **Kuota dan Syarat**\n   - Kuota peserta SNBP setiap sekolah ditentukan oleh akreditasi sekolah, bukan berdasarkan performa SNBT alumni.\n\n4. **Masing-Masing Jalur Mandiri**\n   - SNBT dan SNBP adalah jalur yang sepenuhnya terpisah. Data hasil SNBT tidak menjadi faktor dalam seleksi SNBP, dan sebaliknya.\n\nKesimpulan:\n**Nilai SNBT tahun sebelumnya dari sekolah tidak mempengaruhi penilaian ataupun peluang lolos SNBP bagi siswa tahun berjalan**.\n\nApabila Anda membutuhkan informasi lebih spesifik terkait penilaian, kuota, atau persyaratan PMB Unila, silakan sampaikan."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
29,8950728634433@lid,"{""type"":""human"",""content"":""bagaimana dengan TKA yang ada saat ini"",""additional_kwargs"":{},""response_metadata"":{}}"
30,8950728634433@lid,"{""type"":""ai"",""content"":""Terima kasih atas pertanyaan Anda tentang TKA (Tes Kemampuan Akademik).\n\nSecara resmi kami sampaikan bahwa:\n\n**TKA dan Seleksi Nasional Saat Ini:**\n\n1. **SNBP (Seleksi Nasional Berdasarkan Prestasi):**\n   - Pada jalur SNBP, **TKA tidak digunakan sama sekali**. Penilaian hanya didasarkan pada nilai rapor, maksimal dua mata pelajaran pendukung, portofolio (untuk prodi tertentu), dan/atau prestasi yang relevan.\n\n2. **SNBT (Seleksi Nasional Berdasarkan Tes):**\n   - TKA (Tes Kemampuan Akademik) **tidak lagi digunakan** dalam SNBT sejak tahun 2023.\n   - SNBT saat ini menggunakan tes:\n     - Tes Potensi Skolastik (TPS)\n     - Literasi dalam Bahasa Indonesia\n     - Literasi dalam Bahasa Inggris\n     - Penalaran Matematika\n   - Tidak ada soal Materi TKA (Misal: TKA SAINTEK/TKA SOSHUM) seperti pada seleksi SBMPTN di tahun-tahun sebelumnya.\n\n3. **Ketentuan Jalur Mandiri PTN:**\n   - Beberapa PTN bisa saja masih menggunakan tes akademik tersendiri pada jalur mandiri, namun **TKA tidak menjadi komponen pada SNBP maupun SNBT Nasional**.\n\n**Kesimpulan:**\n- TKA tidak digunakan pada SNBP.\n- TKA sudah tidak lagi digunakan pada SNBT, digantikan dengan TPS, Literasi, dan Penalaran Matematika.\n\nJika Anda membutuhkan informasi detail PMB Unila atau mekanisme tes yang berlaku pada jalur seleksi tertentu di Universitas Lampung, silakan sampaikan nama jalur atau program studi yang dimaksud, agar kami dapat memberikan data resmi sesuai kebijakan terbaru.\n\nJika ada pertanyaan lain seputar PMB Unila, dengan senang hati kami akan melayani."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
31,8950728634433@lid,"{""type"":""human"",""content"":""tapi TKA menjadi syarat eligible, bagaimana dong?"",""additional_kwargs"":{},""response_metadata"":{}}"
32,8950728634433@lid,"{""type"":""ai"",""content"":""Berdasarkan ketentuan SNBP terbaru, memang benar bahwa:\n\nSiswa harus memiliki nilai Tes Kemampuan Akademik (TKA) Kemdikdasmen agar dapat didaftarkan/diusulkan oleh sekolah sebagai peserta SNBP (syarat eligible).\n\nPenjelasannya sebagai berikut:\n\n- Nilai TKA yang dimaksud adalah nilai yang dikeluarkan oleh Kemdikdasmen, umumnya berasal dari hasil Asesmen Nasional atau ujian serupa yang kini menjadi data wajib pada sistem PDSS.\n- TKA ini dipakai untuk memberi peta kemampuan secara nasional, tetapi bukan komponen penilaian utama kelulusan SNBP.\n- TKA ini hanya sebagai SYARAT ADMINISTRATIF AGAR SISWA DAPAT DIAJUKAN (eligible) dalam SNBP, bukan penentu lolos atau tidaknya di SNBP.\n\nJadi, benar: TKA memang menjadi salah satu syarat agar siswa bisa didaftarkan ke SNBP. Namun dalam proses seleksi SNBP, yang dinilai adalah rekam jejak nilai rapor, prestasi, serta portofolio siswa sesuai ketentuan masing-masing PTN.\n\nApabila Anda membutuhkan klarifikasi detail mengenai proses penginputan atau data TKA khusus untuk PMB Unila, silakan sampaikan."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
33,8950728634433@lid,"{""type"":""human"",""content"":""indeks sekolah apakah tidak berpengaruh terhadap penilaian?"",""additional_kwargs"":{},""response_metadata"":{}}"
34,8950728634433@lid,"{""type"":""ai"",""content"":""Secara resmi kami sampaikan bahwa berdasarkan ketentuan Seleksi Nasional Penerimaan Mahasiswa Baru (SNPMB) dan informasi dari Universitas Lampung (Unila):\n\n- Indeks sekolah atau peringkat sekolah TIDAK digunakan sebagai komponen penilaian dalam proses seleksi SNBP di Unila.\n- Indeks sekolah hanya mempengaruhi kuota siswa yang eligible/berhak didaftarkan oleh sekolah ke SNBP berdasarkan akreditasi sekolah, bukan sebagai faktor penentu kelulusan.\n- Yang menjadi penilaian utama dalam SNBP adalah nilai rapor siswa, prestasi yang relevan, portofolio (untuk jurusan tertentu), dan data prestasi individu.\n\nKesimpulannya, indeks atau ranking sekolah tidak berpengaruh terhadap hasil atau peluang kelulusan siswa pada seleksi SNBP Universitas Lampung. Yang terpenting adalah prestasi dan rekam jejak nilai calon siswa itu sendiri.\n\nJika Anda memerlukan penjelasan lebih detail terkait kebijakan PMB Unila atau proses seleksi lainnya, silakan sampaikan pertanyaan lebih lanjut."",""tool_calls"":[],""additional_kwargs"":{},""response_metadata"":{},""invalid_tool_calls"":[]}"
35,8950728634433@lid,"{""type"":""human"",""content"":""kalau indeks prestasi sekolah?"",""additional_kwargs"":{},""response_metadata"":{}}"
